label,tweet
fear,nyeberang lewat pelican crossing yang ada di deket UP saja  masih ngeri motor mobil susah ngalah
love,"cinta itu aneh, semakin kamu berusaha menghapus dia dari hatimu, semakin sering dia muncul di pikiranmu."
sad,Ya masalah dia mau masuk partai penista Agama itu hak pilihan dia... yang  di sayang kan  sbaik nya tidak Usah membawa bawa Nama Allah dn membawa bawa nama harus  tuk k pentingan Pribadi
love,yang  romantis bikin gemash dan degdegann kkk pokoknya bikin senyum2 dan bikin saya ingin  kiss attack! cowok  romantis ada saja  hal yang  bakal dia lakuin buat patnernya aiguuuu favorit sangat  laki2 yang  begitu
joy,"Lantunan dawai indah diri, isi gegap gempita orkestra kehidupan, berikan nada merdu pagelaran kehidupan yang ceria. Semoga kesehatan selalu isi indahnya alunan nada, ntarkan lagu sukses di panggung Kebahagiaan Kehidupan Selamat Milad Oom [USERNAME] Barakallahu fii umriik"
love,Disayangi oleh insan yang kita sayang itu satu kebahagiaan.. Tapi dihormati oleh insan yang kita sayang itu lebih bermakna.. Tiada guna kalau sayang tapi tiada hormatnya..
joy,Apa yang allah berikan adalah yang terbaik untuk kita. . . . Jika apa yang kita minta tidak sesuai dengan yang Allah kasih. . . Jangan bersedih. . Lapangkan dada Ikhlaskan hati. .
fear,[AskMF] jadi saya ini punya ganglion ditangan deket sekali  urat nadi:( awalnya saya kira tulang kegeser eh pas cari tahu digugel itu tumor ganglion. saya jadi takut. Ada yang  pernah kek gini ga? Mau tanya dong:(
sad,"[USERNAME] tolong kab.Bekasi dibenahi tata kelola jalan rayanya, daerah yang nota bene kecil kecelakaan yang  merenggunt nyawa tetangga"" kani setiap hari terjadi, dari jalan rusak dan proyek yang  merusak jalan. [URL]"
joy,"Misi mas numpang ngamen 'Kau membuatku merasakan Indahnya jatuh cinta Indahnya dicintai Saat kamu jadi milikku Makasih,, kalau  tidak punya receh pakai  cinta juga tidak apa-apa mas [USERNAME] [URL]"
love,"Ternyata ""kau"" adalah alasan mengapa saya rela begadang, hingga rehat larut malam. Meski mata mulai berproses membentuk lingkaran hitam, ia sama sekali tak kupedulikan. Mungkin rinduku terlalu dalam atau kamu yang memang hobby ketiduran. Menjengkelkan, tapi saya sayang."
anger,"Kelakuanmu itu mencerminkan kelakuan pasanganmu nanti, kalau  menyebalkan  ya siap2 saja  punya pasangan yang  menyebalkan  juga.. TEMAN2 saya INI KENAPA SIH? ADA APA?"
sad,"Mudik kali ini bawaan lumayan banyak, karena banyak baju yang dulu beli di Cirebon harus dibawa pulang karena sekarang sudah tidak muat di badan. LOL"
sad,Kebutuan menjelang hari Lebaran semakin mendesak apa pun segalanya harus di beli  sementara harga sembako dan pakean semua nya serba ganti bandrol/harga ya semoga di beri kesabaran hati jangan kita  terburu oleh hawa napsu setan yang  tak bertanggung jawab
sad,"siang tadi merasa bodoh ingin ke sebuah Cafe yang mana tempatnya sehari-hari saya lewatin kalau mau pulang sore pun begitu ingin ke museum macan, kirain mah jauh. selemparan kolor dari kantor dan kostan pacar. hahaha ku merasa dodonk."
love,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tanpa  sengaja. dalam  satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL]
anger,"[USERNAME] sistem ppdb saat pilihan sekolah 3pilihan sudah benar seperti d dki, dijabar kenapa 2pilihan tolong  seragamkan diseluruh propinsi, jalur prestasi buktikan dengan  terdaftar dinas kependidikan, harus  ada barkot di setiap piagam, bila bohong langsung  terblok"
fear,Kenapa ya lagi  parnoan. saya sudah gede. Masih saja  halu halu takut sitin gitu. Kebayang bayang. tadu  beraniin ke kemarin mandi dalam  keadaan saya lagi  halangan sambil bayangin si serem. Ada bunyi saya asli lemas  sampai merinding sangat  padahal  bukan yang  aneh aneh n langsung  ngibrit
love,Tahukah kamu bahwa pada saat itu papa merasa gagal membuat anaknya tersenyum? Saat kamu diwisuda sebagai seorang sarjana Papa adalah orang pertama yang berdiri dan memberi tepuk tangan untukmu.
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Zon jangan lihat bajunya saja,sekali-sekali pegang burungnya,liar atau jinak????"
love,"Kekuatan cinta kita takkan pernah rapuh, terhapus ruang dan waktu. Kupercayakan kesetiaan ini padamu sayang"
joy,"Morningside - Fazerdaze (2017) Lagu2nya begitu enaq didengarkan  pas halodo alias summer jam 10 pagi sambil sepedaan. Enak didengarkan  pas mood lagi bagus2nya + bikin semangats. saya suka Lucky Girl, Little Uneasy, Misread, Jennifer sama  Bedroom Talks [URL]"
anger,[USERNAME] [USERNAME] malam ini kok sinyal koneksi internya jelek sekali ya? Notif si mifi berwarna merah terus??? Adapakah? #nanyaserius #maukerja
joy,"saya habis nonton #AQuietPlace dan seru. Heningnya bikin ketegangan meningkat. Bahkan di beberapa momen saya sampai tutup mulut dan tidak bersuara. Endingnya Bodoamat yaa sudah pada ke #Hereditary saya masih di sini wk. Oya, saran nih mbake, bikin rumah deket air  teejun wae lah"
love,"Waktu kita merasa  hidup sudah enak, jadi agak jauh dari  Allah. Allah kasih kita ujian, ngebuat kita ingat Allah lagi, ingin dekeeeet lagi. FIX kelihatan  Allah sayang kamu. Dia tegur saat hambaNYA mulai jauh. Walau tahu dosa hambaNYA sudah penuh."
anger,"Harus beburu cari provider baru, mifi baru. [USERNAME] sudah kek siput jaringannya. Setiap jam 12 malam  pasti gangguan, suruh tunggu 4 jam kedepan. Ehhh aisia kuota peuting ainggg gunana naonnnnnnn"
love,"[USERNAME] HYUNMIN DOOONG!! MEREKA ITU RACUN sekali  KE GUEEE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT saja  sudah BIKIN GONJANG-GANJING BODO AMAT DISINDIR SINDIR KAPAL LAIN WQWQWQ~ saya SAYANG KAPAL INI T"
fear,"[USERNAME] tapi karena pengalamanku yang  minim takut orang2 sudah tidak percaya duluan. sudah semester atas, terus  pas oprec kan biasanya yang  wawancara sudah anak 2016, angkata bawah. Suka minder begitu  :( Waah ya sudah sekalian mutualan yuu saya butuh positive people sep"
fear,"[USERNAME] ""Takut dosa"" Serius, sebenarnya saya itu  ingin kaya teman  saya yang  menel2 sama pacar nya, ini itu. Tapi saya lebih takut akn dosa, dosa saya saja  pas sendiri gini banyak, apalagi kalau punya doi yang  tidak punya ikatan apa2"
love,"AkuMencintaimu Karena disisimu, sepiku hilang. Di sampingmu, saya terjaga. Dan bersamamu saya bahagia!"
fear,"Selama ini tidak sedikit orang yang  kasih  tahu saya berobat di sana di sana, dipijet di sini di sini. Tapi saran2 tersebut  cuma  saya mengiyakan  aja. Bukannya tidak mau berusaha, TAKUT CUY. Orang yang  mijet bukan orang medis, tidak ngerti anatomi. Pernah akupuntur sekali, itupun sama  dokter, dan sudah sekali saja "
anger,"saya makin dalam mengenalnya, paham sisi lainnya yang kasar, brengsek, tidak punya hati, suka memanfaatkan orang, egois, joke-ing, mesum dan masih banyak sisi buruk lainnya, ya.. di seorang phsyco yang tak terduga."
fear,"Di logika saja  gini, sblm2nya saya  dan teman-teman  saya  tidak pernah deket2 kamar itu tidak sampai ini setan nongol anjir. Gara2 si abang jadi nongol itu setan, saya  takut."
joy,Ketika malam minggu tak lagi menakutkan! Balet asyik bersama orang2 hebat!
joy,"semoga Allah terus memberikan ridho dan berkahnya buat kami. Agar pernikahan ini bisa lebih dari sekedar menggenapkan separuh agama, tapi juga jadi dakwah buat banyak orang."
anger,Ini lagi  bapak kos pelitnya setengah meninggal. Meja tidak pernah dipakai  nongkrong saja  diminta lagi. Yaelah pak..ngerti sedikit  ngapah kita duit pas-pasan?!
joy,"Senang bisa menimba ilmu dari guru besar, semoga suatu saat bisa seperti mereka, thanks prof. Benny and prof. Teddy"
sad,"Ada saat kita akan kembali pulang lalu meninggalkan semuanya kemudian melupakan segalanya. Dan.. (?) Hawa-hawanya sepertinya sudah mulai terasa.. freet-freet-kamfreett, nada pesan berbunyi, ada sms masuk"
sad,"Benarkah ini sudah waktu pagi Hanya semilir angin bercampur embun yang kurasakan, Langit langit masih hitam dan tak membiru, cahaya mentari tak jua tiba di ufuk timur."
fear,"gila takut sekali  saya kaget begitu  saya sampai loncat larinya kaget bat. hufh tapi abis diluar saya minta temani  satpam. satpam tanya  kenapa emang, saya bilang pintunya tidak bisa dikunci. alasan  saja  saya takut kalau  ngomogin langsung soalnya gais. hufh. -END-"
fear,pusing qlo gini pilih yang mana qlo gini (at pt airmas asri)
sad,"Hallo [USERNAME] Mohon dibantu ya saya sudah menyerah dengan pengaduan saya di kantor cabang Sabang Jakarta pusat..saya lapor tanggal 2 Mei 2018,dimana masalahnya adalah ketika tarik tunai rekening terdebet tapi uang tidak keluar.katanya 14 hari kerja tapi sampai sekarang nihil"
love,"Saat tadi 2 sejoli menyepakati berucap ikrar untuk sehidup semati, di hadapan keluarga dan orang tersayang tanpa merubah apa yang mereka yakini masing-masing kepada Sang Maha Cinta. Dan di tempat lain akhirnya sepasang manusia kembali bersatu di dalam pelukan-Nya."
sad,"Ketika orangtua sudah bilang : nak, besok2 kalau  beli baju jangan kaos pendek begitu  lagi. Beli baju yang  bagus2 yang  bisa buat jamiyahan dirumah."
fear,"bangun tidur sangat  cek handphone dapat  pergantian schedule kalau besok harus tugas terbang ke china. langsung meleeekk, huaaa kok baru ini saya takut mau tugas terbang"
fear,"Deg-degan sebenernya, pertama lagi harus terjun ke kelas yang jenjangnya lebih tinggi dari sebelumnya. Apalgi untuk  sekolah yang  dulu sempat  di takutin karena  siswa2nyaaa... takut? Iya. Tapi tidak ada jalan kembali."
sad,"Harus berapa ribu kosa kata yang saya hafal, agar lancar membaca jurnal ini. Semoga terbiasa karena biasa. Setidaknya pernah berusaha untuk ada disni"
love,"[USERNAME] mencintai jaewon bisa, menyayangi jaewon bisa, jadi budak cinta jaewon bisa, jadi istri yang baik buat jaewon bisa, request saja  maunya apa"
joy,"Beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karena  ia memiliki sahabat dan banyak teman .. Dari orang2 terdekatnya, ia tak pernah merasa kekurangan kasih sayang"
sad,"Balik ke rumah badan jadi melar lagi coba saja  dikosan, makan buah buat buka saja  juga sudah cukup. Percuma deh nurunin berat badan di perantauan, baliknya nimbun lemak lagi."
joy,"[USERNAME] pasti banyak yang  belum baca mangany dan merasa kalau  ini remake amrik mirip  powerrmarah (cuih) yang  baru rilis kmrn, padahal manganya mantap bro, dan memang  sejujurnya semacam thor dipakein baju ironman"
anger,"saya tidak melihat ada yang salah dengan apa yang dilakukan Via Valen. kalau  dia tersinggung dan diumbar ya suka-suka dia. kalau  dia selo dan bodo amat, ya suka-suka dia juga. kamu juga kalau  dapat chat driver ojol tidak sopan juga merasa entitled kan buat ngamuk disini wkwk."
fear,"Sama kaaak..pas liat ibu bumn auranya agak bedaa jadi takut ke depannya gmn, semoga yang  jahat segera lenyap dan banyak muncul tokoh2 yang  benar-benar  berjuang buat negara"
fear,"Ingat, Hepatitis berpotensi timbulkan dampak morbiditas dan mortalitas. Termasuk penyakit kronis dan silent killer. Serem, kan...?"
joy,iya semoga itu karya terbaik mu adalah skripsi mu dan lucua2n mu tapi harapan saya dari kamu adalah kesembuhanmu nold
love,"Ketika ditanya alasan mengapa saya mencintai dia, saya tak pernah bisa menjawab. saya digerakkan oleh cinta tuk mencintai dia, bukan saya yang menggerakkan cinta. Cintalah yang menyatukan saya dan dia, bukan saya yang menyatukan cinta dengan dirinya."
joy,"produce 48 versi indonesia pelatih Dance : agnes monica, bisma smash, cinta laura Vocal : bertha, mas anang, bunda maya Rap : younglex, soimah Mc : irfan hakim, gilang, ramzi, ayu dewi EXCITED NEH saya WKWKKWKWK"
love,Katakan rindu padaku Katakan cinta padaku Bila memang masih ada perasaan itu Akan ku sambut dengan pelukan mesra untukmu Jika kamu mau kembali menjadi kekasihku
sad,"Ternyata saya masih  terjebak di ujian yang  sama, ujian merindukanmu yang  bukan siapa2. Kerinduan yang  menguji karena tak bisa bertindak apa2. Perlu kamu tau, dalam  hal ini (yg ku maksud kamu) cukup menguras hati"
anger,"Orang orang bilang sih yaelah jalanin saja  tidak usah dibawa tegang gitu, ya karena orang itu banyak tipe, berbeda beda, saya tahu tipe diri saya ini seperti apa. Orangnya gampang setres maksimal. Jadiiii, lebih baik kita cegah dari pada mengobati. Usaha saja  doloe"
joy,7 Juli 2018 Selamat datang di Palembang antho.morgante (AFS Belgia ) dan lucia.montini (AFS Italia) Senang akhirnya bertemu kalian! ***** Welcome to Palembang
love,sampai  rumah alhamdulillah teryata bapak suami sudah masak capcay dan bihun goreng sebelum berangkat kerja tadi pagi. mirip  gini nih yang bikin selalu cinta
anger,"[USERNAME] maaf pak saya rasa kita harus  punya etika dalam  mengutarakan pendapat, aplgi bila anda suka berdakwah dan orang yang  berpendidikan...berbeda itu hal yang  biasa....."
anger,"Menyakiti diri sendiri misalnya ngetik, mas kangen, dijawabnya emot terbahak-bahak  doank... 20menit kemudian di check masih  online tapi ya tidak ada kelanjutan.... Ky di hantam pentir, ya mending diem2 baik "
love,"Terlalu cinta, anggaplah begitu. Semua wujud yang sempat hidup disini begitu saya cintai. Begitu saya sayangi. Mencoba melindungi jalan kisah mereka, saya belajar banyak. Mengenai keputusan, ketegasan, rasa sungkan, kenyamanan, pertemanan, kasih sayang, serta kebaikan."
anger,"Bagus Tindakan yang sangat hebat... Sebentar lagi tunjangan hakim,jaksa dan pensiunan naik 300% Yang wiraswasta silahkan gigit jari Hambur2kan utang duit to cari  dukungan. Jokowi: Tunjangan Kinerja TNI-Polri Naik 70 Persen, Cair Juli [URL]"
joy,"Karena makan bersama sambil berbincang dengan orang"" tersayang itu terasa nikmat By me taichangoreng"
anger,"Mngkin wajar kalau  ada orang Islam agak kesal  dengar  cewek (berbusana minim & agak tengil) bicara  pakai  bahas  Arab. Karena bahas  tersebut  bahas  yang  cukup sakral buat orang Islam. tapi tidak bisa dipungkiri kalau  orang Arab tidak semuanya  taat, jadi wajar dia punya tabiat begitu  dengan  bahas  Arabnya. #bahasaArab"
anger,"tapi sih tetap  salah juga si cowoknya sih,la itu bilang  mau dijanjiin nikah kan jadi mungkin  y mbaknya tidak mikir panjang,sama2 suka yaudah begitu  sudah begitu  bawa2 masalah  virgin pula tidak berdarah gt,pdhl untuk beberapa  cewek tidak semua sekali begitu  langsung  berdarah lho,aku dulu "
anger,"Hah ! Ini benar  ya?? kalau  bener, Astagfirullah...Masya Allah...Naudzubillahminzaliq !!! Partai Islam...Partai Allah. Kelakuannya...SETAAAN !!! [URL]"
sad,"karena  dia dulu penyanyi dangdut yang  masih pakai  baju seksi pas manggung ya harus trima2 saja  kalau ada yang  chat kaya mas pesepak bola"" . Ya cuma  cara penyampaiannya diputer putar  aja, pokoknya pia palen paling salah pokokmen."
fear,"terus  pas sudah ampe staisun nya lagi  nih, beliau marah2 dong karena  saya pakai  gopay. Yha bagaimana  yak, suka2 saya atuhlah ya mau payment via apa. karena  saya takut, saya langsung  kabur saja  masuk  ke stasiun nya."
sad,"Punya beberapa kaos gildan, cenderung lebih cepat buluk dan jahitan rantainya ada yang  copot gitu, karena produksinya massal jadi QCnya sedikit kurang sepertinya. Sayang kan kalau design bagusnya tidak dibarengin kualitas kaosnya juga."
fear,"dilema, mau testing prod version (di prod environment) mesti downtime karena kalau  tidak  takut ganggu operasional aplikasi eksisting yang  masih jalan, selain itu juga bikin data kotor."
sad,"keinget dulu ngejar2 pak saja  sampai ke annex, bela2in toefl di jakarta  (tanpa persiapan samsek), ngirim hasil toefl ke bandung lagi, ngumpulin berkas ini itu dan lain dan lain"
sad,Alamak. Kehebohan tiap malam dengan dua eyang ini. ingin gadengerin tapi kencang  semua suara + suara sinetron vol up (dan akhirnya apal jadwal sinetron sctv-rcti dari  sore ampe malam  jam11).pencapaian.
sad,Ku ingat  Ayahku yang berpulang hampir 3bulan lalu. kalau  ada kesempatan sekali lagi rasanya saya tidak mau ada yang  waktu yang  kebuang brsama ayah.
joy,"The best of ""dongeng sebelum tidur"" terima kasih teh. Me purple you. Gbu. terima kasih sudah bikin kobam n baper malem2. terima kasih sudah bikin saya cinta lagi  sama  couple ini disaat saya sudah mau move on. terima kasih sudah bikin keinginan punya pacarku muncul lagi. Makasih. May Allah always bless you. Aamiin. [USERNAME] [URL]"
joy,Sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain. saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri. sandaran saya hanya Allah dan orang tua. tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru.
fear,"Selalu menyimpan pemikiran/kekhawatiran hanya pada diri sendiri karena takut semua orang nampak baik2 saja, hingga lupa rasanya berkawan itu melegakan"
fear,"Parno sendiri kalau  buka video di twitter. Kemarin malam  ngelempar hape gegara awal video gambar nissa sabyan, pas akhirnya malah hantu yang  keluar hhh"
love,"inti dari thread ini sebenarnya  adalah mau ngucapin selamat tanggal 25 yang ke 7 buat kamu yang sudah mau berbagi rasa sayang dan selalu sabar ngadepin saya, dan saya baru nyadar ternyata kamu juga termasuk kado natal yang saya minta dari tuhan dulu. [USERNAME] [URL]"
joy,"hidup ini adalah petualangan, Ali. Semua orang memiliki petualangannya masing-masing, maka jadilah seorang petualang yang melakukan hal terbaik. -- Ayah Ali, Matahari [URL]"
